doc_id,priming,generic,token_limit,seed,run_key,adjusted_domain_f1,adjusted_domain_precision,adjusted_domain_recall,adjusted_f1,adjusted_method_f1,adjusted_method_precision,adjusted_method_recall,adjusted_precision,adjusted_recall,domain_coverage,domain_f1,domain_precision,domain_recall,f1,method_coverage,method_f1,method_precision,method_recall,precision,recall
54457603,False,True,1000,2,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=1000/seed=2/54457603/eval_results/eval_metrics.yml",0.27586206896551724,0.2222222222222222,0.36363636363636365,0.42236024844720493,0.4545454545454545,0.6122448979591837,0.3614457831325301,0.5074626865671642,0.3617021276595745,0.36363636363636365,0.2424242424242424,0.2222222222222222,0.26666666666666666,0.3297872340425531,0.3375,0.3483870967741935,0.5510204081632653,0.25471698113207547,0.4626865671641791,0.256198347107438
54457603,False,True,1000,0,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=1000/seed=0/54457603/eval_results/eval_metrics.yml",0.36363636363636365,0.36363636363636365,0.36363636363636365,0.3827160493827161,0.3857142857142857,0.47368421052631576,0.3253012048192771,0.45588235294117646,0.32978723404255317,0.36363636363636365,0.30769230769230765,0.36363636363636365,0.26666666666666666,0.30270270270270266,0.3,0.3018867924528302,0.42105263157894735,0.23529411764705882,0.4117647058823529,0.23931623931623933
54457603,True,False,250,1,"54457603/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=250/seed=1/54457603/eval_results/eval_metrics.yml",0.3448275862068966,0.2777777777777778,0.45454545454545453,0.4197530864197531,0.4360902255639097,0.5576923076923077,0.35802469135802467,0.4857142857142857,0.3695652173913043,0.45454545454545453,0.29411764705882354,0.2777777777777778,0.3125,0.34020618556701027,0.35,0.35000000000000003,0.5384615384615384,0.25925925925925924,0.4714285714285714,0.2661290322580645
54457603,True,False,250,2,"54457603/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=250/seed=2/54457603/eval_results/eval_metrics.yml",0.23076923076923075,0.2,0.2727272727272727,0.36486486486486486,0.3934426229508196,0.5714285714285714,0.3,0.47368421052631576,0.2967032967032967,0.2727272727272727,0.20689655172413796,0.2,0.21428571428571427,0.30857142857142855,0.3,0.3287671232876712,0.5714285714285714,0.23076923076923078,0.47368421052631576,0.2288135593220339
54457603,True,False,250,0,"54457603/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=250/seed=0/54457603/eval_results/eval_metrics.yml",0.48000000000000004,0.46153846153846156,0.5,0.41025641025641024,0.39694656488549623,0.5098039215686274,0.325,0.5,0.34782608695652173,0.45454545454545453,0.3448275862068966,0.38461538461538464,0.3125,0.33333333333333337,0.325,0.33121019108280253,0.5098039215686274,0.24528301886792453,0.484375,0.2540983606557377
54457603,True,True,1000,1,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=1000/seed=1/54457603/eval_results/eval_metrics.yml",0.45454545454545453,0.45454545454545453,0.45454545454545453,0.34246575342465757,0.3225806451612903,0.45454545454545453,0.25,0.45454545454545453,0.27472527472527475,0.45454545454545453,0.3703703703703703,0.45454545454545453,0.3125,0.29239766081871343,0.25,0.2777777777777778,0.45454545454545453,0.2,0.45454545454545453,0.21551724137931033
54457603,True,True,1000,2,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=1000/seed=2/54457603/eval_results/eval_metrics.yml",0.3703703703703703,0.3125,0.45454545454545453,0.31428571428571433,0.30088495575221236,0.5151515151515151,0.2125,0.4489795918367347,0.24175824175824176,0.45454545454545453,0.3125,0.3125,0.3125,0.2716049382716049,0.2125,0.2615384615384615,0.5151515151515151,0.17525773195876287,0.4489795918367347,0.19469026548672566
54457603,True,True,1000,0,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=1000/seed=0/54457603/eval_results/eval_metrics.yml",0.2222222222222222,0.2857142857142857,0.18181818181818182,0.21138211382113822,0.20952380952380953,0.44,0.1375,0.40625,0.14285714285714285,0.18181818181818182,0.2,0.2857142857142857,0.15384615384615385,0.1925925925925926,0.1375,0.19130434782608696,0.44,0.12222222222222222,0.40625,0.1262135922330097
54457603,True,True,250,1,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=250/seed=1/54457603/eval_results/eval_metrics.yml",0.42857142857142855,0.375,0.5,0.5170731707317073,0.5310734463276836,0.49473684210526314,0.573170731707317,0.4774774774774775,0.5638297872340425,0.45454545454545453,0.3125,0.3125,0.3125,0.40160642570281124,0.5625,0.4147465437788018,0.47368421052631576,0.36885245901639346,0.45045045045045046,0.36231884057971014
54457603,True,True,250,2,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=250/seed=2/54457603/eval_results/eval_metrics.yml",0.3703703703703703,0.3125,0.45454545454545453,0.5188679245283019,0.5405405405405406,0.4807692307692308,0.6172839506172839,0.4583333333333333,0.5978260869565217,0.45454545454545453,0.3125,0.3125,0.3125,0.4090909090909091,0.6125,0.42241379310344823,0.47115384615384615,0.3828125,0.45,0.375
54457603,True,True,250,0,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=250/seed=0/54457603/eval_results/eval_metrics.yml",0.2631578947368421,0.18518518518518517,0.45454545454545453,0.46874999999999994,0.5194805194805195,0.5555555555555556,0.4878048780487805,0.45454545454545453,0.4838709677419355,0.45454545454545453,0.2325581395348837,0.18518518518518517,0.3125,0.3690987124463519,0.475,0.4,0.5277777777777778,0.3220338983050847,0.43434343434343436,0.3208955223880597
54457603,False,True,250,1,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=250/seed=1/54457603/eval_results/eval_metrics.yml",0.48780487804878053,0.35714285714285715,0.7692307692307693,0.5655737704918032,0.5812807881773399,0.5086206896551724,0.6781609195402298,0.4791666666666667,0.69,0.7272727272727273,0.3404255319148936,0.2857142857142857,0.42105263157894735,0.4095563139931741,0.65,0.42276422764227645,0.4482758620689655,0.4,0.4166666666666667,0.40268456375838924
54457603,False,True,250,2,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=250/seed=2/54457603/eval_results/eval_metrics.yml",0.5384615384615385,0.4666666666666667,0.6363636363636364,0.5485232067510548,0.5497630331753555,0.46774193548387094,0.6666666666666666,0.4676258992805755,0.6632653061224489,0.6363636363636364,0.42424242424242425,0.4666666666666667,0.3888888888888889,0.40559440559440557,0.6375,0.4031620553359684,0.4112903225806452,0.3953488372093023,0.4172661870503597,0.3945578231292517
54457603,False,True,250,0,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=250/seed=0/54457603/eval_results/eval_metrics.yml",0.4761904761904762,0.38461538461538464,0.625,0.623574144486692,0.6515837104072398,0.6153846153846154,0.6923076923076923,0.5734265734265734,0.6833333333333333,0.45454545454545453,0.2380952380952381,0.19230769230769232,0.3125,0.37192982456140355,0.6,0.39506172839506165,0.41025641025641024,0.38095238095238093,0.3706293706293706,0.3732394366197183
54457603,True,True,750,1,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=750/seed=1/54457603/eval_results/eval_metrics.yml",0.25000000000000006,0.4,0.18181818181818182,0.3428571428571428,0.3548387096774194,0.5,0.275,0.4897959183673469,0.26373626373626374,0.18181818181818182,0.2222222222222222,0.4,0.15384615384615385,0.29447852760736193,0.275,0.30344827586206896,0.5,0.21782178217821782,0.4897959183673469,0.21052631578947367
54457603,True,True,750,2,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=750/seed=2/54457603/eval_results/eval_metrics.yml",0.28571428571428564,0.3,0.2727272727272727,0.338235294117647,0.34782608695652173,0.5714285714285714,0.25,0.5111111111111111,0.25274725274725274,0.2727272727272727,0.25,0.3,0.21428571428571427,0.2911392405063291,0.25,0.29850746268656714,0.5714285714285714,0.20202020202020202,0.5111111111111111,0.20353982300884957
54457603,True,True,750,0,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=750/seed=0/54457603/eval_results/eval_metrics.yml",0.2105263157894737,0.25,0.18181818181818182,0.3181818181818182,0.336283185840708,0.5757575757575758,0.2375,0.5121951219512195,0.23076923076923078,0.18181818181818182,0.1904761904761905,0.25,0.15384615384615385,0.2763157894736842,0.2375,0.2900763358778626,0.5757575757575758,0.19387755102040816,0.5121951219512195,0.1891891891891892
54457603,False,True,500,1,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=500/seed=1/54457603/eval_results/eval_metrics.yml",0.43478260869565216,0.45454545454545453,0.4166666666666667,0.5226130653266331,0.5340909090909091,0.5222222222222223,0.5465116279069767,0.5148514851485149,0.5306122448979592,0.36363636363636365,0.30769230769230765,0.36363636363636365,0.26666666666666666,0.3813559322033898,0.5125,0.3904761904761904,0.45555555555555555,0.3416666666666667,0.44554455445544555,0.3333333333333333
54457603,False,True,500,2,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=500/seed=2/54457603/eval_results/eval_metrics.yml",0.4,0.38461538461538464,0.4166666666666667,0.46486486486486484,0.475,0.4810126582278481,0.4691358024691358,0.4673913043478261,0.46236559139784944,0.36363636363636365,0.28571428571428575,0.3076923076923077,0.26666666666666666,0.36771300448430494,0.4625,0.3794871794871795,0.46835443037974683,0.31896551724137934,0.44565217391304346,0.31297709923664124
54457603,False,True,500,0,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=500/seed=0/54457603/eval_results/eval_metrics.yml",0.43478260869565216,0.45454545454545453,0.4166666666666667,0.4999999999999999,0.5093167701863354,0.5394736842105263,0.4823529411764706,0.5287356321839081,0.4742268041237113,0.36363636363636365,0.30769230769230765,0.36363636363636365,0.26666666666666666,0.37037037037037035,0.45,0.3789473684210526,0.47368421052631576,0.3157894736842105,0.45977011494252873,0.31007751937984496
54457603,False,False,250,1,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=250/seed=1/54457603/eval_results/eval_metrics.yml",0.4444444444444444,0.36363636363636365,0.5714285714285714,0.4884792626728111,0.4972375690607735,0.46875,0.5294117647058824,0.4491525423728814,0.5353535353535354,0.45454545454545453,0.2631578947368421,0.22727272727272727,0.3125,0.35999999999999993,0.5,0.37735849056603776,0.4166666666666667,0.3448275862068966,0.3813559322033898,0.3409090909090909
54457603,False,False,250,2,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=250/seed=2/54457603/eval_results/eval_metrics.yml",0.3157894736842105,0.23076923076923078,0.5,0.5238095238095237,0.5697674418604651,0.5568181818181818,0.5833333333333334,0.4824561403508772,0.5729166666666666,0.45454545454545453,0.2380952380952381,0.19230769230769232,0.3125,0.3968253968253968,0.5625,0.4285714285714286,0.5113636363636364,0.36885245901639346,0.43859649122807015,0.36231884057971014
54457603,False,False,250,0,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=250/seed=0/54457603/eval_results/eval_metrics.yml",0.41666666666666663,0.38461538461538464,0.45454545454545453,0.5428571428571429,0.5591397849462367,0.5252525252525253,0.5977011494252874,0.5089285714285714,0.5816326530612245,0.45454545454545453,0.3448275862068966,0.38461538461538464,0.3125,0.39840637450199207,0.5625,0.40540540540540543,0.45454545454545453,0.36585365853658536,0.44642857142857145,0.3597122302158273
54457603,False,True,750,1,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=750/seed=1/54457603/eval_results/eval_metrics.yml",0.3529411764705882,0.5,0.2727272727272727,0.35294117647058826,0.3529411764705882,0.42857142857142855,0.3,0.43548387096774194,0.2967032967032967,0.2727272727272727,0.3,0.5,0.21428571428571427,0.3050847457627119,0.3,0.3057324840764331,0.42857142857142855,0.2376237623762376,0.43548387096774194,0.23478260869565218
54457603,False,True,750,2,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=750/seed=2/54457603/eval_results/eval_metrics.yml",0.3529411764705882,0.5,0.2727272727272727,0.3950617283950617,0.39999999999999997,0.453125,0.35802469135802467,0.45714285714285713,0.34782608695652173,0.2727272727272727,0.3,0.5,0.21428571428571427,0.3280423280423281,0.35,0.33136094674556216,0.4375,0.26666666666666666,0.44285714285714284,0.2605042016806723
54457603,False,True,750,0,"54457603/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=750/seed=0/54457603/eval_results/eval_metrics.yml",0.33333333333333326,0.42857142857142855,0.2727272727272727,0.3717948717948718,0.3768115942028986,0.4482758620689655,0.325,0.4461538461538462,0.31868131868131866,0.2727272727272727,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.3186813186813187,0.325,0.32298136645962733,0.4482758620689655,0.2524271844660194,0.4461538461538462,0.24786324786324787
54457603,True,False,500,1,"54457603/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=500/seed=1/54457603/eval_results/eval_metrics.yml",0.2608695652173913,0.25,0.2727272727272727,0.41558441558441556,0.4427480916030534,0.5686274509803921,0.3625,0.5079365079365079,0.3516483516483517,0.2727272727272727,0.23076923076923075,0.25,0.21428571428571427,0.34972677595628415,0.3625,0.36942675159235666,0.5686274509803921,0.27358490566037735,0.5079365079365079,0.26666666666666666
54457603,True,False,500,2,"54457603/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=500/seed=2/54457603/eval_results/eval_metrics.yml",0.2857142857142857,0.23529411764705882,0.36363636363636365,0.36,0.3770491803278689,0.575,0.2804878048780488,0.47368421052631576,0.2903225806451613,0.36363636363636365,0.25,0.23529411764705882,0.26666666666666666,0.29411764705882354,0.2625,0.30434782608695654,0.525,0.21428571428571427,0.43859649122807015,0.22123893805309736
54457603,True,False,500,0,"54457603/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=500/seed=0/54457603/eval_results/eval_metrics.yml",0.5217391304347826,0.5454545454545454,0.5,0.36,0.3307086614173228,0.45652173913043476,0.25925925925925924,0.47368421052631576,0.2903225806451613,0.45454545454545453,0.3703703703703703,0.45454545454545453,0.3125,0.29069767441860467,0.25,0.27586206896551724,0.43478260869565216,0.20202020202020202,0.43859649122807015,0.21739130434782608
54457603,False,False,500,1,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=500/seed=1/54457603/eval_results/eval_metrics.yml",0.4,0.35714285714285715,0.45454545454545453,0.46927374301675984,0.4805194805194805,0.5,0.4625,0.4772727272727273,0.46153846153846156,0.45454545454545453,0.3333333333333333,0.35714285714285715,0.3125,0.3835616438356165,0.4625,0.39153439153439157,0.5,0.3217391304347826,0.4772727272727273,0.32061068702290074
54457603,False,False,500,2,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=500/seed=2/54457603/eval_results/eval_metrics.yml",0.3225806451612903,0.25,0.45454545454545453,0.3657142857142857,0.375,0.421875,0.3375,0.38095238095238093,0.3516483516483517,0.45454545454545453,0.2777777777777778,0.25,0.3125,0.3106796116504854,0.3375,0.3176470588235294,0.421875,0.25471698113207547,0.38095238095238093,0.26229508196721313
54457603,False,False,500,0,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=500/seed=0/54457603/eval_results/eval_metrics.yml",0.43478260869565216,0.4166666666666667,0.45454545454545453,0.47513812154696133,0.48101265822784806,0.5135135135135135,0.4523809523809524,0.5,0.45263157894736844,0.45454545454545453,0.35714285714285715,0.4166666666666667,0.3125,0.36279069767441857,0.425,0.3636363636363637,0.4594594594594595,0.3008849557522124,0.45348837209302323,0.3023255813953488
54457603,True,True,500,1,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=500/seed=1/54457603/eval_results/eval_metrics.yml",0.2962962962962963,0.25,0.36363636363636365,0.38926174496644295,0.4098360655737705,0.625,0.3048780487804878,0.5178571428571429,0.3118279569892473,0.36363636363636365,0.2580645161290323,0.25,0.26666666666666666,0.31213872832369943,0.2875,0.323943661971831,0.575,0.22549019607843138,0.48214285714285715,0.23076923076923078
54457603,True,True,500,2,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=500/seed=2/54457603/eval_results/eval_metrics.yml",0.30769230769230765,0.26666666666666666,0.36363636363636365,0.37662337662337664,0.390625,0.5208333333333334,0.3125,0.4603174603174603,0.31868131868131866,0.36363636363636365,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.32222222222222224,0.3125,0.33333333333333326,0.5208333333333334,0.24509803921568626,0.4603174603174603,0.24786324786324787
54457603,True,True,500,0,"54457603/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=500/seed=0/54457603/eval_results/eval_metrics.yml",0.41666666666666663,0.38461538461538464,0.45454545454545453,0.43636363636363634,0.4397163120567376,0.5081967213114754,0.3875,0.4864864864864865,0.3956043956043956,0.45454545454545453,0.3448275862068966,0.38461538461538464,0.3125,0.36363636363636365,0.3875,0.3668639053254438,0.5081967213114754,0.28703703703703703,0.4864864864864865,0.2903225806451613
54457603,False,False,1000,1,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=1000/seed=1/54457603/eval_results/eval_metrics.yml",0.26666666666666666,0.5,0.18181818181818182,0.23809523809523808,0.2342342342342342,0.43333333333333335,0.16049382716049382,0.4411764705882353,0.16304347826086957,0.18181818181818182,0.23529411764705882,0.5,0.15384615384615385,0.2028985507246377,0.15,0.19834710743801656,0.4,0.13186813186813187,0.4117647058823529,0.1346153846153846
54457603,False,False,1000,2,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=1000/seed=2/54457603/eval_results/eval_metrics.yml",0.43478260869565216,0.4166666666666667,0.45454545454545453,0.35526315789473684,0.3410852713178294,0.4583333333333333,0.2716049382716049,0.45,0.29347826086956524,0.45454545454545453,0.35714285714285715,0.4166666666666667,0.3125,0.29545454545454547,0.2625,0.28378378378378377,0.4375,0.21,0.43333333333333335,0.22413793103448276
54457603,False,False,1000,0,"54457603/general_config.generic_type_allowance=False,general_config.priming=False,general_config.token_limit=1000/seed=0/54457603/eval_results/eval_metrics.yml",0.27586206896551724,0.2222222222222222,0.36363636363636365,0.40506329113924056,0.43410852713178294,0.5957446808510638,0.34146341463414637,0.49230769230769234,0.34408602150537637,0.36363636363636365,0.2424242424242424,0.2222222222222222,0.26666666666666666,0.32432432432432434,0.325,0.34210526315789475,0.5531914893617021,0.24761904761904763,0.46153846153846156,0.25
2032742,True,False,250,1,"2032742/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=250/seed=1/2032742/eval_results/eval_metrics.yml",0.7407407407407407,0.5882352941176471,1.0,0.6721311475409837,0.6526315789473685,0.775,0.5636363636363636,0.7192982456140351,0.6307692307692307,1.0,0.10526315789473684,0.058823529411764705,0.5,0.2752293577981651,0.3684210526315789,0.3111111111111111,0.35,0.28,0.2631578947368421,0.28846153846153844
2032742,True,False,250,2,"2032742/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=250/seed=2/2032742/eval_results/eval_metrics.yml",0.5882352941176471,0.4166666666666667,1.0,0.6106870229007633,0.6140350877192983,0.603448275862069,0.625,0.5714285714285714,0.6557377049180327,1.0,0.14285714285714285,0.08333333333333333,0.5,0.28346456692913385,0.4473684210526316,0.3008849557522123,0.29310344827586204,0.3090909090909091,0.2571428571428571,0.3157894736842105
2032742,True,False,250,0,"2032742/general_config.generic_type_allowance=False,general_config.priming=True,general_config.token_limit=250/seed=0/2032742/eval_results/eval_metrics.yml",0.7499999999999999,0.6,1.0,0.5148514851485148,0.44155844155844154,0.5483870967741935,0.3695652173913043,0.5652173913043478,0.4727272727272727,1.0,0.11764705882352941,0.06666666666666667,0.5,0.2105263157894737,0.23684210526315788,0.23076923076923078,0.2903225806451613,0.19148936170212766,0.21739130434782608,0.20408163265306123
2032742,True,True,250,1,"2032742/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=250/seed=1/2032742/eval_results/eval_metrics.yml",0.6666666666666666,0.5,1.0,0.6393442622950819,0.6379310344827587,0.6271186440677966,0.6491228070175439,0.6190476190476191,0.6610169491525424,1.0,0.3333333333333333,0.25,0.5,0.319327731092437,0.47368421052631576,0.3185840707964602,0.3050847457627119,0.3333333333333333,0.30158730158730157,0.3392857142857143
2032742,True,True,250,2,"2032742/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=250/seed=2/2032742/eval_results/eval_metrics.yml",0.7000000000000001,0.5384615384615384,1.0,0.6756756756756757,0.671875,0.6417910447761194,0.7049180327868853,0.625,0.7352941176470589,1.0,0.13333333333333336,0.07692307692307693,0.5,0.30434782608695654,0.5263157894736842,0.32520325203252026,0.29850746268656714,0.35714285714285715,0.2625,0.3620689655172414
2032742,True,True,250,0,"2032742/general_config.generic_type_allowance=True,general_config.priming=True,general_config.token_limit=250/seed=0/2032742/eval_results/eval_metrics.yml",0.7692307692307693,0.625,1.0,0.7200000000000001,0.7153284671532847,0.7101449275362319,0.7205882352941176,0.7012987012987013,0.7397260273972602,1.0,0.2,0.125,0.5,0.29850746268656714,0.5,0.3064516129032258,0.2753623188405797,0.34545454545454546,0.2597402597402597,0.3508771929824561
2032742,False,True,250,1,"2032742/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=250/seed=1/2032742/eval_results/eval_metrics.yml",0.72,0.5625,1.0,0.7400000000000001,0.7428571428571429,0.6914893617021277,0.8024691358024691,0.6727272727272727,0.8222222222222222,1.0,0.1111111111111111,0.0625,0.5,0.27218934911242604,0.5789473684210527,0.2913907284768212,0.23404255319148937,0.38596491228070173,0.20909090909090908,0.3898305084745763
2032742,False,True,250,2,"2032742/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=250/seed=2/2032742/eval_results/eval_metrics.yml",0.5384615384615384,0.3684210526315789,1.0,0.6630434782608696,0.6835443037974683,0.6206896551724138,0.7605633802816901,0.5754716981132075,0.782051282051282,1.0,0.09523809523809525,0.05263157894736842,0.5,0.2682926829268293,0.5526315789473685,0.2937062937062937,0.2413793103448276,0.375,0.20754716981132076,0.3793103448275862
2032742,False,True,250,0,"2032742/general_config.generic_type_allowance=True,general_config.priming=False,general_config.token_limit=250/seed=0/2032742/eval_results/eval_metrics.yml",0.7000000000000001,0.5384615384615384,1.0,0.6483516483516483,0.6419753086419752,0.5531914893617021,0.7647058823529411,0.5514018691588785,0.7866666666666666,1.0,0.13333333333333336,0.07692307692307693,0.5,0.27710843373493976,0.5789473684210527,0.2913907284768212,0.23404255319148937,0.38596491228070173,0.21495327102803738,0.3898305084745763
